3.300000000000000155e-01	4.870000000000000107e+00	5.969999999999999751e+00	7.299999999999999545e-02	6.420000000000000151e-01	1.898000000000000000e+03	5.680000000000000000e+02	8.679999999999999716e+01	1.020000000000000000e+02
4.879000000000000000e+03	1.210400000000000000e+04	1.275600000000000000e+04	3.475000000000000000e+03	6.792000000000000000e+03	1.429840000000000000e+05	1.205360000000000000e+05	5.111800000000000000e+04	4.952800000000000000e+04
5.427000000000000000e+03	5.243000000000000000e+03	5.514000000000000000e+03	3.340000000000000000e+03	3.933000000000000000e+03	1.326000000000000000e+03	6.870000000000000000e+02	1.271000000000000000e+03	1.638000000000000000e+03
3.700000000000000178e+00	8.900000000000000355e+00	9.800000000000000711e+00	1.600000000000000089e+00	3.700000000000000178e+00	2.310000000000000142e+01	9.000000000000000000e+00	8.699999999999999289e+00	1.100000000000000000e+01
4.299999999999999822e+00	1.040000000000000036e+01	1.119999999999999929e+01	2.399999999999999911e+00	5.000000000000000000e+00	5.950000000000000000e+01	3.550000000000000000e+01	2.130000000000000071e+01	2.350000000000000000e+01
1.407599999999999909e+03	-5.832500000000000000e+03	2.389999999999999858e+01	6.557000000000000455e+02	2.460000000000000142e+01	9.900000000000000355e+00	1.069999999999999929e+01	-1.719999999999999929e+01	1.610000000000000142e+01
4.222600000000000364e+03	2.802000000000000000e+03	2.400000000000000000e+01	7.087000000000000455e+02	2.469999999999999929e+01	9.900000000000000355e+00	1.069999999999999929e+01	1.719999999999999929e+01	1.610000000000000142e+01
5.789999999999999858e+01	1.082000000000000028e+02	1.495999999999999943e+02	3.840000000000000080e-01	2.279000000000000057e+02	7.786000000000000227e+02	1.433500000000000000e+03	2.872500000000000000e+03	4.495100000000000364e+03
4.600000000000000000e+01	1.075000000000000000e+02	1.470999999999999943e+02	3.629999999999999893e-01	2.065999999999999943e+02	7.405000000000000000e+02	1.352599999999999909e+03	2.741300000000000182e+03	4.444500000000000000e+03
6.979999999999999716e+01	1.089000000000000057e+02	1.520999999999999943e+02	4.060000000000000275e-01	2.491999999999999886e+02	8.166000000000000227e+02	1.514500000000000000e+03	3.003599999999999909e+03	4.545699999999999818e+03
8.800000000000000000e+01	2.246999999999999886e+02	3.651999999999999886e+02	2.730000000000000071e+01	6.870000000000000000e+02	4.331000000000000000e+03	1.074700000000000000e+04	3.058900000000000000e+04	5.980000000000000000e+04
4.739999999999999858e+01	3.500000000000000000e+01	2.980000000000000071e+01	1.000000000000000000e+00	2.410000000000000142e+01	1.309999999999999964e+01	9.699999999999999289e+00	6.799999999999999822e+00	5.400000000000000355e+00
7.000000000000000000e+00	3.399999999999999911e+00	0.000000000000000000e+00	5.099999999999999645e+00	1.899999999999999911e+00	1.300000000000000044e+00	2.500000000000000000e+00	8.000000000000000444e-01	1.800000000000000044e+00
2.049999999999999878e-01	7.000000000000000146e-03	1.700000000000000122e-02	5.500000000000000028e-02	9.400000000000000022e-02	4.900000000000000189e-02	5.700000000000000205e-02	4.599999999999999922e-02	1.099999999999999936e-02
3.400000000000000244e-02	1.774000000000000057e+02	2.339999999999999858e+01	6.700000000000000178e+00	2.519999999999999929e+01	3.100000000000000089e+00	2.669999999999999929e+01	9.779999999999999716e+01	2.830000000000000071e+01
1.670000000000000000e+02	4.640000000000000000e+02	1.500000000000000000e+01	-2.000000000000000000e+01	-6.500000000000000000e+01	-1.100000000000000000e+02	-1.400000000000000000e+02	-1.950000000000000000e+02	-2.000000000000000000e+02
0.000000000000000000e+00	9.200000000000000000e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000021e-02	-1.000000000000000000e+00	-1.000000000000000000e+00	-1.000000000000000000e+00	-1.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00	7.900000000000000000e+01	8.200000000000000000e+01	2.700000000000000000e+01	1.400000000000000000e+01
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
